SIGNAL,PHASING,PHASE,MOVEMENTS,DETECTORS
MOVEMENT,LINK,DIR,TO_LINK,PROTECTION
WB_RIGHT,4020,0,6113,STOP_PERMIT
3700,1,3,4,
SB_RIGHT,6113,1,4009,STOP_PERMIT
WB_LEFT,4020,0,6112,PROTECTED
WB_THRU,4020,0,4009,PROTECTED
WB_RIGHT,4020,0,6113,PROTECTED
3700,1,1,2,
NB_LEFT,6112,0,4009,PROTECTED
NB_THRU,6112,0,6113,PROTECTED
3702,1,1,2,
NB_LEFT,8535,0,4021,PROTECTED
NB_RIGHT,8535,0,4013,PROTECTED
3702,1,2,3,
NB_RIGHT,8535,0,4013,STOP_PERMIT
WB_LEFT,4017,0,8535,PROTECTED
WB_THRU,4017,0,4021,PROTECTED
3702,1,3,2,
WB_LEFT,4013,1,8535,PROTECTED
WB_THRU,4013,1,4021,PROTECTED
3703,1,1,1,
SB_LEFT,8535,1,4014,PROTECTED
3703,1,2,2,
EB_LEFT,4019,0,8535,PROTECTED
EB_THRU,4019,0,4014,PROTECTED
3704,1,1,3,
SB_LEFT,8757,0,4015,PROTECTED
SB_THRU,8757,0,4016,PROTECTED
EB_RIGHT,4014,0,4016,STOP_PERMIT
3704,1,2,2,
EB_THRU,4014,0,4015,PROTECTED
EB_RIGHT,4014,0,4016,PROTECTED
3705,1,1,2,
NB_THRU,4022,0,8758,PROTECTED
NB_RIGHT,4022,0,4024,PROTECTED
3705,1,2,3,
NB_RIGHT,4022,0,4024,STOP_PERMIT
EB_LEFT,4015,0,8758,PROTECTED
EB_THRU,4015,0,4024,PROTECTED
3712,1,2,5,
SB_THRU,8127,0,6110,PROTECTED
SB_RIGHT,8127,0,4032,PROTECTED
NB_LEFT,6110,1,4032,PERMITTED
NB_THRU,6110,1,8127,PROTECTED
WB_RIGHT,4058,0,8127,STOP_PERMIT
3712,1,3,4,
SB_RIGHT,8127,0,4032,STOP_PERMIT
WB_LEFT,4058,0,6110,PROTECTED
WB_THRU,4058,0,4032,PROTECTED
WB_RIGHT,4058,0,8127,PROTECTED
3712,1,1,2,
NB_LEFT,6110,1,4032,PROTECTED
NB_THRU,6110,1,8127,PROTECTED
3719,1,1,2,
SB_THRU,6266,1,6115,PROTECTED
NB_RIGHT,6115,0,6266,STOP_PERMIT
3719,1,2,3,
SB_THRU,6259,1,6115,PROTECTED
NB_THRU,6115,0,6259,PROTECTED
NB_RIGHT,6115,0,6266,PROTECTED
3723,1,2,5,
NB_THRU,6252,1,6110,PROTECTED
NB_RIGHT,6252,1,4057,PROTECTED
SB_LEFT,6110,0,4057,PERMITTED
SB_THRU,6110,0,6252,PROTECTED
EB_RIGHT,4056,0,6252,STOP_PERMIT
3723,1,3,4,
NB_RIGHT,6252,1,4057,STOP_PERMIT
EB_LEFT,4056,0,6110,PROTECTED
EB_THRU,4056,0,4057,PROTECTED
EB_RIGHT,4056,0,6252,PROTECTED
3723,1,1,2,
SB_LEFT,6110,0,4057,PROTECTED
SB_THRU,6110,0,6252,PROTECTED
3728,1,2,5,
EB_THRU,8137,0,4081,PROTECTED
EB_RIGHT,8137,0,4067,PROTECTED
WB_LEFT,4081,1,4067,PERMITTED
WB_THRU,4081,1,8137,PROTECTED
NB_RIGHT,4067,0,4081,STOP_PERMIT
3728,1,3,3,
EB_RIGHT,8137,0,4067,STOP_PERMIT
NB_LEFT,4067,0,8137,PROTECTED
NB_RIGHT,4067,0,4081,PROTECTED
3728,1,1,2,
WB_LEFT,4081,1,4067,PROTECTED
WB_THRU,4081,1,8137,PROTECTED
3732,1,1,3,
NB_LEFT,8142,0,4081,PROTECTED
NB_RIGHT,8142,0,4070,PROTECTED
EB_RIGHT,4081,0,8142,STOP_PERMIT
3732,1,3,5,
NB_RIGHT,8142,0,4070,STOP_PERMIT
EB_THRU,4081,0,4070,PROTECTED
EB_RIGHT,4081,0,8142,PROTECTED
WB_LEFT,4070,1,8142,PERMITTED
WB_THRU,4070,1,4081,PROTECTED
3732,1,2,2,
WB_LEFT,4070,1,8142,PROTECTED
WB_THRU,4070,1,4081,PROTECTED
3741,1,2,5,
EB_THRU,4086,0,4083,PROTECTED
EB_RIGHT,4086,0,4082,PROTECTED
WB_LEFT,4083,1,4082,PERMITTED
WB_THRU,4083,1,4086,PROTECTED
NB_RIGHT,4082,1,4083,STOP_PERMIT
3741,1,3,3,
EB_RIGHT,4086,0,4082,STOP_PERMIT
NB_LEFT,4082,1,4086,PROTECTED
NB_RIGHT,4082,1,4083,PROTECTED
3741,1,1,2,
WB_LEFT,4083,1,4082,PROTECTED
WB_THRU,4083,1,4086,PROTECTED
3744,1,1,1,
SB_LEFT,6130,0,4092,PROTECTED
3744,1,2,2,
EB_LEFT,4087,0,6130,PROTECTED
EB_THRU,4087,0,4092,PROTECTED
3748,1,1,2,
SB_LEFT,5652,0,4096,PROTECTED
SB_THRU,5652,0,4158,PROTECTED
3748,1,2,5,
SB_LEFT,5652,0,4096,PERMITTED
SB_THRU,5652,0,4158,PROTECTED
EB_RIGHT,4163,0,4158,STOP_PERMIT
NB_THRU,4158,1,5652,PROTECTED
NB_RIGHT,4158,1,4096,PROTECTED
3748,1,3,4,
EB_LEFT,4163,0,5652,PROTECTED
EB_THRU,4163,0,4096,PROTECTED
EB_RIGHT,4163,0,4158,PROTECTED
NB_RIGHT,4158,1,4096,STOP_PERMIT
3749,1,2,5,
NB_THRU,6124,1,6123,PROTECTED
NB_RIGHT,6124,1,4278,PROTECTED
SB_LEFT,6123,0,4278,PERMITTED
SB_THRU,6123,0,6124,PROTECTED
EB_RIGHT,4096,0,6124,STOP_PERMIT
3749,1,3,4,
NB_RIGHT,6124,1,4278,STOP_PERMIT
EB_LEFT,4096,0,6123,PROTECTED
EB_THRU,4096,0,4278,PROTECTED
EB_RIGHT,4096,0,6124,PROTECTED
3749,1,1,2,
SB_LEFT,6123,0,4278,PROTECTED
SB_THRU,6123,0,6124,PROTECTED
3750,1,1,2,
SB_LEFT,5656,0,4097,PROTECTED
SB_THRU,5656,0,4109,PROTECTED
3750,1,2,5,
SB_LEFT,5656,0,4097,PERMITTED
SB_THRU,5656,0,4109,PROTECTED
EB_RIGHT,4128,0,4109,STOP_PERMIT
NB_THRU,4109,1,5656,PROTECTED
NB_RIGHT,4109,1,4097,PROTECTED
3750,1,3,4,
EB_LEFT,4128,0,5656,PROTECTED
EB_THRU,4128,0,4097,PROTECTED
EB_RIGHT,4128,0,4109,PROTECTED
NB_RIGHT,4109,1,4097,STOP_PERMIT
3752,1,1,2,
NB_LEFT,7703,0,7702,PROTECTED
EB_LEFT,4098,1,4169,PROTECTED
3752,1,2,7,
NB_LEFT,7703,0,7702,PERMITTED
NB_THRU,7703,0,4098,PROTECTED
NB_RIGHT,7703,0,4169,PROTECTED
EB_RIGHT,7702,0,7703,STOP_PERMIT
WB_RIGHT,4169,1,4098,STOP_PERMIT
EB_LEFT,4098,1,4169,PERMITTED
EB_THRU,4098,1,7703,PROTECTED
3752,1,4,6,
NB_RIGHT,7703,0,4169,STOP_PERMIT
EB_THRU,7702,0,4169,PROTECTED
EB_RIGHT,7702,0,7703,PROTECTED
WB_LEFT,4169,1,7703,PERMITTED
WB_THRU,4169,1,7702,PROTECTED
WB_RIGHT,4169,1,4098,PROTECTED
3752,1,3,3,
WB_LEFT,4169,1,7703,PROTECTED
WB_THRU,4169,1,7702,PROTECTED
WB_RIGHT,4169,1,4098,PROTECTED
3753,1,1,1,
WB_RIGHT,5674,1,5673,PROTECTED
3753,1,3,4,
WB_RIGHT,5674,1,5673,STOP_PERMIT
SB_LEFT,5673,1,5674,PERMITTED
SB_THRU,5673,1,4098,PROTECTED
WB_THRU,4098,0,5673,PROTECTED
3753,1,2,2,
SB_LEFT,5673,1,5674,PROTECTED
SB_THRU,5673,1,4098,PROTECTED
3755,1,1,2,
WB_LEFT,5706,1,4260,PROTECTED
EB_LEFT,4099,0,4291,PROTECTED
3755,1,2,8,
WB_LEFT,5706,1,4260,PERMITTED
WB_THRU,5706,1,4099,PROTECTED
WB_RIGHT,5706,1,4291,PROTECTED
SB_RIGHT,4291,0,4099,STOP_PERMIT
NB_RIGHT,4260,1,5706,STOP_PERMIT
EB_LEFT,4099,0,4291,PERMITTED
EB_THRU,4099,0,5706,PROTECTED
EB_RIGHT,4099,0,4260,PROTECTED
3755,1,4,8,
WB_RIGHT,5706,1,4291,STOP_PERMIT
SB_LEFT,4291,0,5706,PERMITTED
SB_THRU,4291,0,4260,PROTECTED
SB_RIGHT,4291,0,4099,PROTECTED
NB_LEFT,4260,1,4099,PERMITTED
NB_THRU,4260,1,4291,PROTECTED
NB_RIGHT,4260,1,5706,PROTECTED
EB_RIGHT,4099,0,4260,STOP_PERMIT
3755,1,3,2,
SB_LEFT,4291,0,5706,PROTECTED
NB_LEFT,4260,1,4099,PROTECTED
3756,1,2,5,
EB_THRU,7675,0,4100,PROTECTED
EB_RIGHT,7675,0,4171,PROTECTED
NB_RIGHT,4171,0,4100,STOP_PERMIT
WB_LEFT,4100,1,4171,PERMITTED
WB_THRU,4100,1,7675,PROTECTED
3756,1,3,3,
EB_RIGHT,7675,0,4171,STOP_PERMIT
NB_LEFT,4171,0,7675,PROTECTED
NB_RIGHT,4171,0,4100,PROTECTED
3756,1,1,2,
WB_LEFT,4100,1,4171,PROTECTED
WB_THRU,4100,1,7675,PROTECTED
3758,1,1,2,
WB_LEFT,5900,1,5670,PROTECTED
NB_LEFT,4101,0,5669,PROTECTED
3758,1,2,8,
WB_LEFT,5900,1,5670,PERMITTED
WB_THRU,5900,1,4101,PROTECTED
WB_RIGHT,5900,1,5669,PROTECTED
NB_RIGHT,5670,1,5900,STOP_PERMIT
SB_RIGHT,5669,0,4101,STOP_PERMIT
NB_LEFT,4101,0,5669,PERMITTED
NB_THRU,4101,0,5900,PROTECTED
NB_RIGHT,4101,0,5670,PROTECTED
3758,1,4,8,
WB_RIGHT,5900,1,5669,STOP_PERMIT
NB_LEFT,5670,1,4101,PERMITTED
NB_THRU,5670,1,5669,PROTECTED
NB_RIGHT,5670,1,5900,PROTECTED
SB_LEFT,5669,0,5900,PERMITTED
SB_THRU,5669,0,5670,PROTECTED
SB_RIGHT,5669,0,4101,PROTECTED
NB_RIGHT,4101,0,5670,STOP_PERMIT
3758,1,3,2,
NB_LEFT,5670,1,4101,PROTECTED
SB_LEFT,5669,0,5900,PROTECTED
3759,1,1,4,
NB_LEFT,8607,0,5576,PROTECTED
NB_THRU,8607,0,8608,PROTECTED
NB_RIGHT,8607,0,5578,PROTECTED
WB_RIGHT,5578,1,8608,STOP_PERMIT
3759,1,3,5,
NB_RIGHT,8607,0,5578,STOP_PERMIT
WB_THRU,5578,1,5576,PROTECTED
WB_RIGHT,5578,1,8608,PROTECTED
EB_LEFT,5576,0,8608,PERMITTED
EB_THRU,5576,0,5578,PROTECTED
3759,1,2,2,
EB_LEFT,5576,0,8608,PROTECTED
EB_THRU,5576,0,5578,PROTECTED
3761,1,1,2,
SB_LEFT,54400,0,4104,PROTECTED
SB_THRU,54400,0,5642,PROTECTED
3761,1,2,5,
SB_LEFT,54400,0,4104,PERMITTED
SB_THRU,54400,0,5642,PROTECTED
WB_THRU,5642,0,54400,PROTECTED
WB_RIGHT,5642,0,4104,PROTECTED
WB_RIGHT,4104,1,54400,STOP_PERMIT
3761,1,3,3,
WB_RIGHT,5642,0,4104,STOP_PERMIT
WB_LEFT,4104,1,5642,PROTECTED
WB_RIGHT,4104,1,54400,PROTECTED
3762,1,1,3,
SB_LEFT,6203,1,6201,PROTECTED
SB_RIGHT,6203,1,4104,PROTECTED
WB_RIGHT,6201,1,6203,STOP_PERMIT
3762,1,3,5,
SB_RIGHT,6203,1,4104,STOP_PERMIT
WB_THRU,6201,1,4104,PROTECTED
WB_RIGHT,6201,1,6203,PROTECTED
EB_LEFT,4104,0,6203,PERMITTED
EB_THRU,4104,0,6201,PROTECTED
3762,1,2,2,
EB_LEFT,4104,0,6203,PROTECTED
EB_THRU,4104,0,6201,PROTECTED
3766,1,1,1,
SB_LEFT,8230,0,4107,PROTECTED
3766,1,2,1,
EB_THRU,4254,0,4107,PROTECTED
3768,1,1,1,
NB_LEFT,6123,1,4108,PROTECTED
3768,1,2,2,
WB_LEFT,4279,0,6123,PROTECTED
WB_THRU,4279,0,4108,PROTECTED
3769,1,1,2,
NB_LEFT,5652,1,4167,PROTECTED
NB_THRU,5652,1,4109,PROTECTED
3769,1,2,5,
NB_LEFT,5652,1,4167,PERMITTED
NB_THRU,5652,1,4109,PROTECTED
SB_THRU,4109,0,5652,PROTECTED
SB_RIGHT,4109,0,4167,PROTECTED
WB_RIGHT,4108,0,4109,STOP_PERMIT
3769,1,3,4,
SB_RIGHT,4109,0,4167,STOP_PERMIT
WB_LEFT,4108,0,5652,PROTECTED
WB_THRU,4108,0,4167,PROTECTED
WB_RIGHT,4108,0,4109,PROTECTED
3771,1,2,5,
SB_THRU,7677,0,5656,PROTECTED
SB_RIGHT,7677,0,4125,PROTECTED
NB_LEFT,5656,1,4125,PERMITTED
NB_THRU,5656,1,7677,PROTECTED
WB_RIGHT,4110,0,7677,STOP_PERMIT
3771,1,3,4,
SB_RIGHT,7677,0,4125,STOP_PERMIT
WB_LEFT,4110,0,5656,PROTECTED
WB_THRU,4110,0,4125,PROTECTED
WB_RIGHT,4110,0,7677,PROTECTED
3771,1,1,2,
NB_LEFT,5656,1,4125,PROTECTED
NB_THRU,5656,1,7677,PROTECTED
3772,1,1,4,
EB_RIGHT,6135,1,54854,PROTECTED
EB_RIGHT,6135,1,54861,PROTECTED
SB_RIGHT,6133,1,54861,STOP_PERMIT
SB_RIGHT,6133,1,6135,STOP_PERMIT
3772,1,2,5,
EB_RIGHT,6135,1,54854,STOP_PERMIT
EB_RIGHT,6135,1,54861,STOP_PERMIT
SB_THRU,6133,1,54854,PROTECTED
SB_RIGHT,6133,1,54861,PROTECTED
SB_RIGHT,6133,1,6135,PROTECTED
3777,1,1,2,
SB_THRU,4115,0,8230,PROTECTED
SB_RIGHT,4115,0,4257,PROTECTED
3777,1,2,3,
SB_RIGHT,4115,0,4257,STOP_PERMIT
WB_LEFT,4113,0,8230,PROTECTED
WB_THRU,4113,0,4257,PROTECTED
3779,1,1,3,
NB_LEFT,6221,1,5183,PROTECTED
NB_RIGHT,6221,1,6214,PROTECTED
EB_RIGHT,5183,0,6221,STOP_PERMIT
3779,1,3,5,
NB_RIGHT,6221,1,6214,STOP_PERMIT
WB_LEFT,6214,1,6221,PERMITTED
WB_THRU,6214,1,5183,PROTECTED
EB_THRU,5183,0,6214,PROTECTED
EB_RIGHT,5183,0,6221,PROTECTED
3779,1,2,2,
WB_LEFT,6214,1,6221,PROTECTED
WB_THRU,6214,1,5183,PROTECTED
3783,1,2,5,
NB_THRU,7684,0,5389,PROTECTED
NB_RIGHT,7684,0,4117,PROTECTED
SB_LEFT,5389,0,4117,PERMITTED
SB_THRU,5389,0,7684,PROTECTED
EB_RIGHT,4132,0,7684,STOP_PERMIT
3783,1,3,4,
NB_RIGHT,7684,0,4117,STOP_PERMIT
EB_LEFT,4132,0,5389,PROTECTED
EB_THRU,4132,0,4117,PROTECTED
EB_RIGHT,4132,0,7684,PROTECTED
3783,1,1,2,
SB_LEFT,5389,0,4117,PROTECTED
SB_THRU,5389,0,7684,PROTECTED
3785,1,1,2,
NB_LEFT,5389,1,4134,PROTECTED
NB_THRU,5389,1,4118,PROTECTED
3785,1,2,5,
NB_LEFT,5389,1,4134,PERMITTED
NB_THRU,5389,1,4118,PROTECTED
WB_RIGHT,4123,0,4118,STOP_PERMIT
SB_THRU,4118,1,5389,PROTECTED
SB_RIGHT,4118,1,4134,PROTECTED
3785,1,3,4,
WB_LEFT,4123,0,5389,PROTECTED
WB_THRU,4123,0,4134,PROTECTED
WB_RIGHT,4123,0,4118,PROTECTED
SB_RIGHT,4118,1,4134,STOP_PERMIT
3787,1,1,3,
SB_LEFT,5387,0,5166,PROTECTED
SB_THRU,5387,0,4119,PROTECTED
EB_RIGHT,4139,0,4119,STOP_PERMIT
3787,1,2,2,
EB_THRU,4139,0,5166,PROTECTED
EB_RIGHT,4139,0,4119,PROTECTED
3788,1,1,2,
EB_THRU,5555,0,5556,PROTECTED
EB_RIGHT,5555,0,5553,PROTECTED
3788,1,2,3,
EB_RIGHT,5555,0,5553,STOP_PERMIT
SB_LEFT,4119,0,5556,PROTECTED
SB_THRU,4119,0,5553,PROTECTED
3789,1,1,3,
NB_LEFT,8601,0,8591,PROTECTED
NB_THRU,8601,0,8602,PROTECTED
WB_RIGHT,8590,0,8602,STOP_PERMIT
3789,1,2,2,
WB_THRU,8590,0,8591,PROTECTED
WB_RIGHT,8590,0,8602,PROTECTED
3790,1,1,2,
NB_THRU,8602,0,8603,PROTECTED
NB_RIGHT,8602,0,5558,PROTECTED
3790,1,2,3,
NB_RIGHT,8602,0,5558,STOP_PERMIT
EB_LEFT,5556,0,8603,PROTECTED
EB_THRU,5556,0,5558,PROTECTED
3791,1,2,5,
NB_THRU,6233,1,6230,PROTECTED
NB_RIGHT,6233,1,4121,PROTECTED
SB_LEFT,6230,0,4121,PERMITTED
SB_THRU,6230,0,6233,PROTECTED
EB_RIGHT,5167,0,6233,STOP_PERMIT
3791,1,3,4,
NB_RIGHT,6233,1,4121,STOP_PERMIT
EB_LEFT,5167,0,6230,PROTECTED
EB_THRU,5167,0,4121,PROTECTED
EB_RIGHT,5167,0,6233,PROTECTED
3791,1,1,2,
SB_LEFT,6230,0,4121,PROTECTED
SB_THRU,6230,0,6233,PROTECTED
3793,1,2,5,
NB_THRU,7687,0,5388,PROTECTED
NB_RIGHT,7687,0,4122,PROTECTED
SB_LEFT,5388,0,4122,PERMITTED
SB_THRU,5388,0,7687,PROTECTED
EB_RIGHT,4154,0,7687,STOP_PERMIT
3793,1,3,4,
NB_RIGHT,7687,0,4122,STOP_PERMIT
EB_LEFT,4154,0,5388,PROTECTED
EB_THRU,4154,0,4122,PROTECTED
EB_RIGHT,4154,0,7687,PROTECTED
3793,1,1,2,
SB_LEFT,5388,0,4122,PROTECTED
SB_THRU,5388,0,7687,PROTECTED
3796,1,1,2,
NB_LEFT,5649,1,4156,PROTECTED
NB_THRU,5649,1,4124,PROTECTED
3796,1,2,5,
NB_LEFT,5649,1,4156,PERMITTED
NB_THRU,5649,1,4124,PROTECTED
WB_RIGHT,4164,0,4124,STOP_PERMIT
SB_THRU,4124,1,5649,PROTECTED
SB_RIGHT,4124,1,4156,PROTECTED
3796,1,3,4,
WB_LEFT,4164,0,5649,PROTECTED
WB_THRU,4164,0,4156,PROTECTED
WB_RIGHT,4164,0,4124,PROTECTED
SB_RIGHT,4124,1,4156,STOP_PERMIT
3797,1,1,2,
SB_LEFT,5390,0,4175,PROTECTED
SB_THRU,5390,0,4124,PROTECTED
3797,1,2,5,
SB_LEFT,5390,0,4175,PERMITTED
SB_THRU,5390,0,4124,PROTECTED
EB_RIGHT,4179,0,4124,STOP_PERMIT
NB_THRU,4124,0,5390,PROTECTED
NB_RIGHT,4124,0,4175,PROTECTED
3797,1,3,4,
EB_LEFT,4179,0,5390,PROTECTED
EB_THRU,4179,0,4175,PROTECTED
EB_RIGHT,4179,0,4124,PROTECTED
NB_RIGHT,4124,0,4175,STOP_PERMIT
3799,1,1,2,
NB_LEFT,5388,1,4126,PROTECTED
NB_THRU,5388,1,4127,PROTECTED
3799,1,2,5,
NB_LEFT,5388,1,4126,PERMITTED
NB_THRU,5388,1,4127,PROTECTED
WB_RIGHT,4174,0,4127,STOP_PERMIT
SB_THRU,4127,1,5388,PROTECTED
SB_RIGHT,4127,1,4126,PROTECTED
3799,1,3,4,
WB_LEFT,4174,0,5388,PROTECTED
WB_THRU,4174,0,4126,PROTECTED
WB_RIGHT,4174,0,4127,PROTECTED
SB_RIGHT,4127,1,4126,STOP_PERMIT
3803,1,1,2,
EB_LEFT,5502,0,8601,PROTECTED
EB_THRU,5502,0,4129,PROTECTED
3803,1,2,4,
EB_LEFT,5502,0,8601,PERMITTED
EB_THRU,5502,0,4129,PROTECTED
WB_THRU,4129,1,5502,PROTECTED
WB_RIGHT,4129,1,8601,PROTECTED
3809,1,2,4,
SB_THRU,5568,1,4133,PROTECTED
SB_RIGHT,5568,1,8589,PROTECTED
NB_LEFT,4133,0,8589,PERMITTED
NB_THRU,4133,0,5568,PROTECTED
3809,1,1,2,
NB_LEFT,4133,0,8589,PROTECTED
NB_THRU,4133,0,5568,PROTECTED
3811,1,2,5,
NB_THRU,6229,1,6224,PROTECTED
NB_RIGHT,6229,1,4137,PROTECTED
SB_LEFT,6224,0,4137,PERMITTED
SB_THRU,6224,0,6229,PROTECTED
EB_RIGHT,5169,0,6229,STOP_PERMIT
3811,1,3,4,
NB_RIGHT,6229,1,4137,STOP_PERMIT
EB_LEFT,5169,0,6224,PROTECTED
EB_THRU,5169,0,4137,PROTECTED
EB_RIGHT,5169,0,6229,PROTECTED
3811,1,1,2,
SB_LEFT,6224,0,4137,PROTECTED
SB_THRU,6224,0,6229,PROTECTED
3813,1,1,2,
NB_LEFT,6224,1,4138,PROTECTED
NB_THRU,6224,1,6223,PROTECTED
3813,1,2,5,
NB_LEFT,6224,1,4138,PERMITTED
NB_THRU,6224,1,6223,PROTECTED
SB_THRU,6223,0,6224,PROTECTED
SB_RIGHT,6223,0,4138,PROTECTED
WB_RIGHT,4153,0,6223,STOP_PERMIT
3813,1,3,4,
SB_RIGHT,6223,0,4138,STOP_PERMIT
WB_LEFT,4153,0,6224,PROTECTED
WB_THRU,4153,0,4138,PROTECTED
WB_RIGHT,4153,0,6223,PROTECTED
3814,1,1,3,
NB_LEFT,8606,0,4149,PROTECTED
NB_THRU,8606,0,8607,PROTECTED
WB_RIGHT,4138,0,8607,STOP_PERMIT
3814,1,2,2,
WB_THRU,4138,0,4149,PROTECTED
WB_RIGHT,4138,0,8607,PROTECTED
3815,1,2,5,
EB_THRU,7699,0,5576,PROTECTED
EB_RIGHT,7699,0,5177,PROTECTED
WB_LEFT,5576,1,5177,PERMITTED
WB_THRU,5576,1,7699,PROTECTED
SB_RIGHT,5189,0,7699,STOP_PERMIT
3815,1,3,4,
EB_RIGHT,7699,0,5177,STOP_PERMIT
SB_LEFT,5189,0,5576,PROTECTED
SB_THRU,5189,0,5177,PROTECTED
SB_RIGHT,5189,0,7699,PROTECTED
3815,1,1,2,
WB_LEFT,5576,1,5177,PROTECTED
WB_THRU,5576,1,7699,PROTECTED
3816,1,1,2,
SB_THRU,5177,0,5172,PROTECTED
SB_RIGHT,5177,0,4148,PROTECTED
3816,1,2,3,
SB_RIGHT,5177,0,4148,STOP_PERMIT
WB_LEFT,4149,0,5172,PROTECTED
WB_THRU,4149,0,4148,PROTECTED
3818,1,1,3,
SB_LEFT,5172,0,5168,PROTECTED
SB_THRU,5172,0,4142,PROTECTED
EB_RIGHT,4141,0,4142,STOP_PERMIT
3818,1,2,2,
EB_THRU,4141,0,5168,PROTECTED
EB_RIGHT,4141,0,4142,PROTECTED
3819,1,1,3,
WB_LEFT,8611,0,5387,PROTECTED
WB_THRU,8611,0,8612,PROTECTED
SB_RIGHT,4142,0,8612,STOP_PERMIT
3819,1,2,2,
SB_THRU,4142,0,5387,PROTECTED
SB_RIGHT,4142,0,8612,PROTECTED
3821,1,1,2,
NB_THRU,8603,0,8604,PROTECTED
NB_RIGHT,8603,0,5167,PROTECTED
3821,1,2,3,
NB_RIGHT,8603,0,5167,STOP_PERMIT
EB_LEFT,5166,0,8604,PROTECTED
EB_THRU,5166,0,5167,PROTECTED
3822,1,1,3,
NB_LEFT,8604,0,8611,PROTECTED
NB_THRU,8604,0,8605,PROTECTED
WB_RIGHT,5165,0,8605,STOP_PERMIT
3822,1,2,2,
WB_THRU,5165,0,8611,PROTECTED
WB_RIGHT,5165,0,8605,PROTECTED
3823,1,1,2,
NB_LEFT,6230,1,5165,PROTECTED
NB_THRU,6230,1,6229,PROTECTED
3823,1,2,5,
NB_LEFT,6230,1,5165,PERMITTED
NB_THRU,6230,1,6229,PROTECTED
SB_THRU,6229,0,6230,PROTECTED
SB_RIGHT,6229,0,5165,PROTECTED
WB_RIGHT,4146,0,6229,STOP_PERMIT
3823,1,3,4,
SB_RIGHT,6229,0,5165,STOP_PERMIT
WB_LEFT,4146,0,6230,PROTECTED
WB_THRU,4146,0,5165,PROTECTED
WB_RIGHT,4146,0,6229,PROTECTED
3824,1,1,2,
NB_THRU,8605,0,8606,PROTECTED
NB_RIGHT,8605,0,5169,PROTECTED
3824,1,2,3,
NB_RIGHT,8605,0,5169,STOP_PERMIT
EB_LEFT,5168,0,8606,PROTECTED
EB_THRU,5168,0,5169,PROTECTED
3830,1,2,5,
NB_THRU,5654,0,5649,PROTECTED
NB_RIGHT,5654,0,4166,PROTECTED
SB_LEFT,5649,0,4166,PERMITTED
SB_THRU,5649,0,5654,PROTECTED
EB_RIGHT,4155,0,5654,STOP_PERMIT
3830,1,3,4,
NB_RIGHT,5654,0,4166,STOP_PERMIT
EB_LEFT,4155,0,5649,PROTECTED
EB_THRU,4155,0,4166,PROTECTED
EB_RIGHT,4155,0,5654,PROTECTED
3830,1,1,2,
SB_LEFT,5649,0,4166,PROTECTED
SB_THRU,5649,0,5654,PROTECTED
3844,1,1,3,
WB_LEFT,4181,1,4176,PROTECTED
WB_RIGHT,4181,1,4171,PROTECTED
NB_RIGHT,4176,0,4181,STOP_PERMIT
3844,1,3,5,
WB_RIGHT,4181,1,4171,STOP_PERMIT
NB_THRU,4176,0,4171,PROTECTED
NB_RIGHT,4176,0,4181,PROTECTED
SB_LEFT,4171,1,4181,PERMITTED
SB_THRU,4171,1,4176,PROTECTED
3844,1,2,2,
SB_LEFT,4171,1,4181,PROTECTED
SB_THRU,4171,1,4176,PROTECTED
3846,1,1,2,
NB_LEFT,5390,1,4180,PROTECTED
NB_THRU,5390,1,4176,PROTECTED
3846,1,2,5,
NB_LEFT,5390,1,4180,PERMITTED
NB_THRU,5390,1,4176,PROTECTED
WB_RIGHT,4177,0,4176,STOP_PERMIT
SB_THRU,4176,1,5390,PROTECTED
SB_RIGHT,4176,1,4180,PROTECTED
3846,1,3,4,
WB_LEFT,4177,0,5390,PROTECTED
WB_THRU,4177,0,4180,PROTECTED
WB_RIGHT,4177,0,4176,PROTECTED
SB_RIGHT,4176,1,4180,STOP_PERMIT
3851,1,1,2,
EB_LEFT,7668,0,5672,PROTECTED
WB_LEFT,4184,1,4103,PROTECTED
3851,1,2,8,
EB_LEFT,7668,0,5672,PERMITTED
EB_THRU,7668,0,4184,PROTECTED
EB_RIGHT,7668,0,4103,PROTECTED
SB_RIGHT,5672,0,7668,STOP_PERMIT
WB_LEFT,4184,1,4103,PERMITTED
WB_THRU,4184,1,7668,PROTECTED
WB_RIGHT,4184,1,5672,PROTECTED
NB_RIGHT,4103,1,4184,STOP_PERMIT
3851,1,4,8,
EB_RIGHT,7668,0,4103,STOP_PERMIT
SB_LEFT,5672,0,4184,PERMITTED
SB_THRU,5672,0,4103,PROTECTED
SB_RIGHT,5672,0,7668,PROTECTED
WB_RIGHT,4184,1,5672,STOP_PERMIT
NB_LEFT,4103,1,7668,PERMITTED
NB_THRU,4103,1,5672,PROTECTED
NB_RIGHT,4103,1,4184,PROTECTED
3851,1,3,2,
SB_LEFT,5672,0,4184,PROTECTED
NB_LEFT,4103,1,7668,PROTECTED
3852,1,1,2,
SB_LEFT,7673,0,6213,PROTECTED
EB_LEFT,6219,1,4184,PROTECTED
3852,1,2,8,
SB_LEFT,7673,0,6213,PERMITTED
SB_THRU,7673,0,6219,PROTECTED
SB_RIGHT,7673,0,4184,PROTECTED
EB_LEFT,6219,1,4184,PERMITTED
EB_THRU,6219,1,7673,PROTECTED
